Orthogroup	Human.UniProt.renamed	Zebrafish.UniProt.renamed
OG0009903	Q9UNM6	Q7ZU69
OG0009904	Q9Y5Z4	Q7ZVA9
OG0009905	A1A5B4	E7F503
OG0009906	O00443	A0A8M2B5U1
OG0009907	O14514	A0A2R8PX08
OG0009908	O15431	F1QKH1
OG0009909	O95478	F1QDL2
OG0009910	P06753	P13104
OG0009911	P09848	F1Q8B5
OG0009912	P15907	F1QMH5
OG0009913	P20062	F2Z4S3
OG0009914	P34981	A8E7L5
OG0009915	P54886	A0A8M3B4R7
OG0009916	P56179	Q98877
OG0009917	P56377	Q6P0R9
OG0009918	P58304	O42477
OG0009919	Q01094	A0A8M2BLX5
OG0009920	Q13895	Q7T3F8
OG0009921	Q14154	A1A5V4
OG0009922	Q16082	Q566R8
OG0009923	Q2M1Z3	E9QGF9
OG0009924	Q53H54	Q0P466
OG0009925	Q5HYK3	Q66L51
OG0009926	Q5QP82	Q6NWH1
OG0009927	Q5SNT2	A4IG66
OG0009928	Q6P1L5	X1WG31
OG0009929	P22732, Q6PXP3	
OG0009930	Q6UWH6	Q503X9
OG0009931	Q86VV8	E7F7S8
OG0009932	Q8IUR5	F1QF84
OG0009933	Q8IVL8	B8JLQ9
OG0009934	Q8IWA5	Q7SYC9
OG0009935	Q8N398	A0A8M9P1N5
OG0009936	Q8N5C7	Q5XJ56
OG0009937	Q8NBH2	A0A8M9PSF2
OG0009938	Q8NCH0	Q805E5
OG0009939	Q8WYK2	E7F1F6
OG0009940	Q96B26	Q6DRN4
OG0009941	Q96KS9	Q5RFZ7
OG0009942	Q99967	Q5XJD6
OG0009943	Q99985	A0A8M6Z658
OG0009944	Q9BV10	A5PLJ6
OG0009945	Q9H2D1	Q5CZP1
OG0009946	Q9H2H8	Q6IQL3
OG0009947	Q9NVP1	Q6DRL1
OG0009948	Q9NVQ4	Q6DGY1
OG0009949	Q9UBE8	E7F1L8
OG0009950	Q9UBL9	Q7SZL9
OG0009951	Q9UPU7	E7FB23
OG0009952	Q9Y2W7	Q6PBP8
OG0009953	Q9Y3B7	Q6DGU3
OG0009954	Q9Y6G1	A3KP91
OG0009955	A1L020	E7EXM9
OG0009956	A6NKN8	Q7T133
OG0009957	O00299	Q6NYF2
OG0009958	O43320	Q2HXK8
OG0009959	O43504	E7FA90
OG0009960	O75716	Q566X9
OG0009961	O75832	Q6TGV5
OG0009962	O94887	A0A8M3ATD1
OG0009963	P09110	Q6GQN6
OG0009964	P17544	Q4VGW9
OG0009965	P26012	A0A8M9PB88
OG0009966	P41440	E7F2A7
OG0009967	P43166	Q6PBI7
OG0009968	P49802	A0A8M9PKN0
OG0009969	P56211	Q7ZUT5
OG0009970	Q03393	A5PKS5
OG0009971	Q06190	E9QG28
OG0009972	Q06787	Q9DF20
OG0009973	Q15077	A0A8N7T841
OG0009974	Q15386	Q1LY19
OG0009975	Q15475	Q6NZ04
OG0009976	Q15582	Q7T1R2
OG0009977	Q16222	A0A0R4INK2
OG0009978	Q2VPB7	F1QPU4
OG0009979	Q53S58	Q6PBI8
OG0009980	Q5JS13	B0UXH6
OG0009981	Q6DWJ6	A0A8M9PJM2
OG0009982	Q6XD76	A0A8M9PUT6
OG0009983	Q7Z6J2	Q29RA7
OG0009984	Q8IVT5	A0A8M1QUL5
OG0009985	Q8NCN4	E7FAP1
OG0009986	Q8NFD2	B3DHM4
OG0009987	Q8NG68	F1QP95
OG0009988	Q8TB45	A0A8M2BKU4
OG0009989	Q8WV28	A0A8M6Z948
OG0009990	Q8WVI0	E7FFR8
OG0009991	Q8WXB1	Q5BLD8
OG0009992	Q969F1	Q7ZUJ5
OG0009993	Q969V3	Q6NZ07
OG0009994	Q96EN9	B8JL57
OG0009995	Q96GC5	Q5EAS0
OG0009996	Q96I24	Q5RKQ3
OG0009997	Q9BPU6	Q52PJ7
OG0009998	Q9BT78	Q6P0H6
OG0009999	Q9C0J9	Q2PGD2
OG0010000	Q9H553	F1QPS1
OG0010001	Q9NS23	Q66HV2
OG0010002	Q9NY97	E9QF32
OG0010003	Q9P2D6	A0A8M6Z9L3
OG0010004	Q9UDW1	A0A0G2L2Q2
OG0010005	Q9UHQ4	Q4VBR6
OG0010006	Q9UJ68	Q5TZ05
OG0010007	Q9UK97	Q6P3K3
OG0010008	Q9UMZ2	A0A8M2B3R6
OG0010009	Q9UNP9	Q561T2
OG0010010	Q9Y4P3	E7F4J8
OG0010011	A2A2Y4	A0A8M3BC47
OG0010012	O00170	Q90ZC5
OG0010013	O00192	A0A8M3ASI2
OG0010014	O43143	E7F3I8
OG0010015	O43852	Q7SXV9
OG0010016	O60909	A8WHZ0
OG0010017	O75170	Q5RGI5
OG0010018	P00403	Q9MIY7
OG0010019	P00480	E9QHD9
OG0010020	P08758	Q803A1
OG0010021	P25105	E7EZR6
OG0010022	P29120	B6VCA1
OG0010023	P42127	B3DGI7
OG0010024	P46095	A0A0G2L0R2
OG0010025	P46937	Q1L8J7
OG0010026	P52657	Q503H9
OG0010027	P53567	Q8UVY8
OG0010028	P58335	A4QP34
OG0010029	P63027	Q7SZZ5
OG0010030	Q07837	A0A8N7UVN9
OG0010031	Q14331	Q566W5
OG0010032	Q32M84	A0A8M3BE27
OG0010033	Q4LDE5	A0A1D5NSM8
OG0010034	Q5BJD5	A1A5V7
OG0010035	Q69YL0	A0A0R4IQN0
OG0010036	Q6P4A7	A8E7G5
OG0010037	Q71RG4	Q8JFU2
OG0010038	Q86V48	A0A8N7UVR0
OG0010039	Q8N448	F1R5N4
OG0010040	Q8TEK3	A0A8M2BHW6
OG0010041	Q8WXD2	A3KQQ9
OG0010042	Q8WYN3	A0A2R8RSH3
OG0010043	Q96FN9	Q68EL2
OG0010044	Q96PM9	A0A8M3AN31
OG0010045	Q99952	Q5BJ20
OG0010046	Q9BXB4	A0A8N7UVT3
OG0010047	Q9HCP0	Q5PRD4
OG0010048	Q9NQ48	Q7ZV21
OG0010049	Q9NRY5	A0A8M6YX33
OG0010050	Q9NZM4	A0A8M2B5V9
OG0010051	Q9UGI0	A0JMQ9
OG0010052	Q9UM54	A0A8M1N1X8
OG0010053	Q9Y2D5	A0A8M9QBS9
OG0010054	Q9Y5R4	A9JRU0
OG0010055	Q9Y6N5	F1QYT2
OG0010056	A5PLK6	A0A8M9Q7D7
OG0010057	A6NGN9	A4JYK9
OG0010058	A8MYB1, Q8N6Q1	
OG0010059	O95972	Q58FS4
OG0010060	P23025	Q7SY02
OG0010061	P53367	A0A8M2BI30
OG0010062	P55327	A0A8M2B6H9
OG0010063	Q12986	A0A1D5NSC5
OG0010064	Q15319	Q90435
OG0010065	Q15846	A5PMY8
OG0010066	Q3KRA6	Q66IB8
OG0010067	Q4ZG55	A0A2R8QFH6
OG0010068	Q5C9Z4	Q1LY17
OG0010069	Q5SY16	E7F654
OG0010070	Q5TCY1	A0A8M9PVD4
OG0010071	Q6IE81	Q803A0
OG0010072	Q6PEY0	Q5SNV2
OG0010073	Q8IWB9	E7F4E5
OG0010074	Q8IXB3	A0A8M2B4G6
OG0010075	Q8NA29	Q6DEJ6
OG0010076	Q8NDG6	B8A4F4
OG0010077	Q92485	A0A8M1P530
OG0010078	Q96A84	A0A8M2BCG7
OG0010079	Q96M53	A0A8M6Z3N1
OG0010080	Q96PU8	Q6P104
OG0010081	Q99946	F1R6N6
OG0010082	Q9H082	Q498P3
OG0010083	Q9H410	E7FD92
OG0010084	Q9HAE3	Q1LWZ0
OG0010085	Q9NP90	A0A8M3BF01
OG0010086	Q9NQ75	E7FDH3
OG0010087	Q9NZ71	P0C928
OG0010088	Q9NZN8	A0A8M2BA34
OG0010089	Q9ULM3	F1QAV3
OG0010090	Q9UMX5	Q08CU3
OG0010091	Q9Y342	A3KQ86
OG0010092	Q9Y4R7	Q1ECV4
OG0010093	A2RUU4, P04118	
OG0010094	O00193	Q7ZVC9
OG0010095	O43711	Q8JI11
OG0010096	O60303	A0A8M1RPB8
OG0010097	O75829	P58239
OG0010098	O95848	Q1LXZ5
OG0010099	P04406	Q5XJ10
OG0010100	P06401	C9V3N7
OG0010101	P09874	Q5RHR0
OG0010102	P0CG40	Q6NW96
OG0010103	P18507	F1RDP2
OG0010104	P36894	Q1RLX1
OG0010105	P60602	Q6NYD1
OG0010106	P62136	Q6NSN6
OG0010107	P82663	Q567W4
OG0010108	Q06432	E7F1R5
OG0010109	Q08117	Q9PTS6
OG0010110	Q09013	A0A8M3B300
OG0010111	Q14847	Q6NYJ1
OG0010112	Q2M1K9	A1L1R6
OG0010113	Q3LXA3	Q08CB4
OG0010114	Q5JTH9	Q4KMF4
OG0010115	Q5JVS0	Q5XJA5
OG0010116	Q5VV63	E7F6C7
OG0010117	Q5VVJ2	Q5RGA4
OG0010118	Q5XPI4	A0A8M3AXY4
OG0010119	Q6NSJ0	E7F1U0
OG0010120	Q6PJ61	Q1L8N6
OG0010121	Q86UY5	A0A8M1PSF8
OG0010122	Q8IZU2	A0A8M3AR08
OG0010123	Q8N612	B0V207
OG0010124	Q8NBK3	F1QHA4
OG0010125	Q8TED0	Q7ZW33
OG0010126	Q8WTX7	Q58ER9
OG0010127	Q8WYL5	A0A8N7UVI6
OG0010128	Q96C01	Q6PBU0
OG0010129	Q96SI1	Q6DC02
OG0010130	Q9BVG9	E7EY42
OG0010131	Q9HBW9	Q7SY09
OG0010132	Q9HCK4	A0A8M9Q0I3
OG0010133	Q9UBI4	A8KBI2
OG0010134	Q9Y496	E9QB71
OG0010135	A6NMK8	A0A8M2BKC2
OG0010136	O15034	A0A8M9PR10
OG0010137	O15514	A0A8M1N062
OG0010138	O60502	A0A2R8RWC3
OG0010139	O60783	Q0P3Z3
OG0010140	O75396	Q7SXP0
OG0010141	O75600	F6P2R4
OG0010142	O95190	A0A0R4IGR0
OG0010143	P20226	Q7SXL3
OG0010144	P20618	Q6DRF3
OG0010145	P36578	Q7ZW95
OG0010146	P43026	F1QK08
OG0010147	P48167	A0A8M9QB01
OG0010148	P61962	A0A8M2BBB0
OG0010149	Q12996	F1QIB2
OG0010150	Q13485	A0A8M6Z2Y5
OG0010151	Q2TB18	E7F2I2
OG0010152	Q3ZAQ7	B8JLV7
OG0010153	Q53FA7	A0A8M9P0V3
OG0010154	Q69YW2	Q5TYP8
OG0010155	Q6X9E4	B0JZC0
OG0010156	Q6XUX3	Q4VSN1
OG0010157	Q6ZS17	A0A8M9PM75
OG0010158	Q70IA6	A0A8M2BKY9
OG0010159	Q86XD8	B8A682
OG0010160	Q8IV38	Q803N0
OG0010161	Q8IWJ2	A0A8M9PSG0
OG0010162	Q8IY67	A0A8M9PZA5
OG0010163	Q8N183	A9C3R5
OG0010164	Q8NHH1	Q08BJ4
OG0010165	Q8WYA6	Q6P4V4
OG0010166	Q92481	A0A8M2B7U7
OG0010167	Q92630	A0A0R4ITS5
OG0010168	Q96FX8	E9QHT9
OG0010169	Q96HL8	X1WFC4
OG0010170	Q99467	A0A8M1P6U9
OG0010171	Q9BTX1	Q7SZC5
OG0010172	Q9GZU5	Q00P20
OG0010173	Q9H0H5	Q6P3H8
OG0010174	Q9H4Z3	A0A0R4IKJ1
OG0010175	Q9H7T9	A0A8M3AKJ2
OG0010176	Q9H9J2	F1RB48
OG0010177	Q9NQS1	A0A8M2B7P7
OG0010178	Q9NR45	Q6P0K4
OG0010179	Q9NS66	Q9I918
OG0010180	Q9NXS3	A0A8M6YTW6
OG0010181	Q9NZD2	A2BG43
OG0010182	Q9ULL8	F1Q6C1
OG0010183	Q9Y3B1	Q7ZVG4
OG0010184	Q9Y597	F1Q6W0
OG0010185	Q9Y5X2	F6NGW9
OG0010186	A6NC51	Q32PK2
OG0010187	O14807	E7F5A7
OG0010188	O43424	Q68Y21
OG0010189	O75319	E9QD92
OG0010190	O76071	Q6P0D9
OG0010191	O94988	A0A8M2B6Y2
OG0010192	P00156	Q9MIX8
OG0010193	P04234, P09693	
OG0010194	P0CAP1	A0A8M9Q8W7
OG0010195	P35916	Q5MD89
OG0010196	P38646	Q5XJ12
OG0010197	P46108	Q6DEM2
OG0010198	P56537	Q6ZM19
OG0010199	Q12824	Q5U379
OG0010200	Q14140	Q6NXD9
OG0010201	Q15291	A0A8M2BFL1
OG0010202	Q16698	A0A8M1N0E2
OG0010203	Q53QV2	Q7SXH0
OG0010204	Q6UUV9	A0A8M3AQ99
OG0010205	Q7L5N1	Q567F8
OG0010206	Q7Z4R8	Q6NZZ3
OG0010207	Q7Z5A9	A0A8M3B3Z9
OG0010208	Q86SQ7	B8JK76
OG0010209	Q86VR8	F1QZU9
OG0010210	Q8IW52	A0A0R4IYE6
OG0010211	Q8N907	Q76C29
OG0010212	Q8NCF5	F1Q553
OG0010213	Q92564	Q5RHX6
OG0010214	Q92567	A0A8M2BKV9
OG0010215	Q92623	A0A8N7TAX5
OG0010216	Q969Q4	Q7ZVD8
OG0010217	Q96B02	Q1JPX4
OG0010218	Q96EE4	Q0P3Y5
OG0010219	Q96EP1	A5WW08
OG0010220	Q96NX9	A0A8M3AME8
OG0010221	Q9BQG0	Q6DRL5
OG0010222	Q9BVA0	Q7ZUV2
OG0010223	Q9BXF3	F1RCN2
OG0010224	Q9H3D4	Q8JHZ6
OG0010225	Q9H5Z6	A0A8M3APH5
OG0010226	Q9H8M7	A0AUR5
OG0010227	Q9HDC9	Q803F5
OG0010228	Q9NS62	A0A8M1PZ64
OG0010229	Q9NTJ3	E7FGC2
OG0010230	Q9P2U8	Q5W8I7
OG0010231	Q9UKU7	Q7ZYY0
OG0010232	Q9ULS6	A0A8M6Z6V7
OG0010233	Q9UMS0	B0S8L0
OG0010234	A6NNS2	A8E5C5
OG0010235	O00560	Q803J6
OG0010236	O14617	A0A8M3AXP5
OG0010237	O15527	A0A8N7V0N6
OG0010238	O60481	Q6PV84
OG0010239	O75340	Q7T3D5
OG0010240	O75427	A0A2R8QBK4
OG0010241	O95389	D0E2W2
OG0010242	O95859	Q7T2G0
OG0010243	O95865	A5PN62
OG0010244	P24046	A0A8M1RQZ2
OG0010245	P30038	Q7SY23
OG0010246	P46597	A0A8M3B5X1
OG0010247	P48443	Q90416
OG0010248	P49895	A0A8M1P8S9
OG0010249	P62306	Q6DRC1
OG0010250	P62847	A0A8M2B343
OG0010251	P62979	Q7SXA3
OG0010252	Q01959	Q90ZV1
OG0010253	Q14693	X1WH54
OG0010254	Q15599	A0A8M9Q2I0
OG0010255	Q2MKA7	Q6DHR0
OG0010256	Q5SSJ5	A0A8M2BGP7
OG0010257	Q5T5A4	A8Y5T1
OG0010258	Q63HK5	A0A0R4IDX7
OG0010259	Q6T310	A1DZY4
OG0010260	Q6U736	E6P6L8
OG0010261	Q6V0I7	A0A8M9QL68
OG0010262	Q70CQ4	A0A2R8QST4
OG0010263	Q7Z7H3	Q08CH6
OG0010264	Q8IVN3	A0A8M1NX89
OG0010265	Q8IXJ6	Q7ZVK3
OG0010266	Q8N428	X1WGF8
OG0010267	Q8N5A5	Q7SXW2
OG0010268	Q8N8B7	A0A8M9Q5X9
OG0010269	Q8NC06	Q6NV40
OG0010270	Q99797	A0A8M1Q297
OG0010271	Q9BS26	Q6P3G9
OG0010272	Q9BZF9	A0A286Y884
OG0010273	Q9C002	F1RE72
OG0010274	Q9H4H8	A4QP72
OG0010275	Q9H9F9	Q7SXV8
OG0010276	Q9HAC8	Q4V8W7
OG0010277	Q9NPB3	A0A0R4IU57
OG0010278	Q9NS40	A0A8M9QAQ4
OG0010279	Q9P258	Q6NYE2
OG0010280	Q9UHY8	Q05AM6
OG0010281	Q9Y5B6	E9QDJ4
OG0010282	Q9Y5K3	A3KNL3
OG0010283	Q9Y5P4	A0A8M9PQR9
OG0010284	A2RU67	Q6NZ00
OG0010285	O43676	Q6P119
OG0010286	O60320	A0A0R4IHQ2
OG0010287	O60831	Q561T5
OG0010288	O94812	X1WGN8
OG0010289	P01222	A0A8M9PLW7
OG0010290	P11021	Q7SZD3
OG0010291	P11487	P48802
OG0010292	P30101	A0A8M1NXI0
OG0010293	P35658	A0A8M6Z6M9
OG0010294	P48029	A0A8M1P953
OG0010295	P49447	F6PCI4
OG0010296	P56556	Q8AW03
OG0010297	P56597	Q6DGQ8
OG0010298	P67812	Q6DGR3
OG0010299	P84077	Q7ZUZ7
OG0010300	Q08378	A2CEB4
OG0010301	Q14511	Q08BB0
OG0010302	Q16655	A0A8M9PQP6
OG0010303	Q3V6T2	A0A8M6YWE2
OG0010304	Q504Y2	C4B4T7
OG0010305	Q5JX69, Q5JX71	
OG0010306	Q5T0N1	A0A8M9Q0X2
OG0010307	Q7Z6B7	A0A8M6Z228
OG0010308	Q86VS8	A0A8M6Z0P5
OG0010309	Q8NE35	A0A8M3AZE0
OG0010310	Q8TBQ9	Q5BJC2
OG0010311	Q96N87	A8WG91
OG0010312	Q99943	A0JMM2
OG0010313	Q9BUY7	Q568G4
OG0010314	Q9BX66	A0A8M9QK79
OG0010315	Q9H0G5	Q568R1
OG0010316	Q9H3N1	F1Q6B4
OG0010317	Q9H446	F1Q5G7
OG0010318	Q9NP97	Q7ZUX8
OG0010319	Q9NQH7	Q6NYT0
OG0010320	Q9NWM8	Q6DBV9
OG0010321	Q9UFB7	A0A8N7TAL0
OG0010322	Q9UHN6	A3KPQ7
OG0010323	Q9UKK9	Q6IQ66
OG0010324	Q9Y6C9	Q9PUL9
OG0010325	A0PJW8	Q9I9N0
OG0010326	A6NK44	Q502D1
OG0010327	B1AK53	A0A8M3B290
OG0010328	O14495	F1Q6K0
OG0010329	O94874	Q6PGY6
OG0010330	P11086	A0A8M9QF28
OG0010331	P22607	Q9I8X3
OG0010332	P34969	A0A0G2L2K4
OG0010333	P35869	Q4U3K9
OG0010334	P43220, P47871	
OG0010335	P48507	A0A8M3AUZ9
OG0010336	P52757	E7F3K5
OG0010337	P61758	Q503D5
OG0010338	Q03164	F1QL52
OG0010339	Q13829	F1R5K5
OG0010340	Q14162	E7FBT2
OG0010341	Q14244	A0A8M9PLC6
OG0010342	Q15906	A0A8M3AJ70
OG0010343	Q16348	B0S6T2
OG0010344	Q1W6H9	X1WC17
OG0010345	Q4W4Y0	A0A8M3B272
OG0010346	Q5VW38	A0A8M3ASE9
OG0010347	Q69YN2	Q5RGJ5
OG0010348	Q6IA86	Q05AM5
OG0010349	Q6UWY0	Q08CJ7
OG0010350	Q6UXC1	A0A8M9P3N8
OG0010351	Q86VU5	A0A8M1NUZ9
OG0010352	Q8TAC2	A0A8M9PCZ4
OG0010353	Q8WZ42	A0A8M9QKG2
OG0010354	Q92610	A0A8M2B5T2
OG0010355	Q92673	X1WHE3
OG0010356	Q92784	A9LMC0
OG0010357	Q96MT1	A0A8M3APB9
OG0010358	Q9BYX4	A0A0E3D804
OG0010359	Q9BZI1	Q7SZP0
OG0010360	Q9H7N4	A0A8M2BBI6
OG0010361	Q9NQS5	A0A8M9QA22
OG0010362	Q9NYG2	A0JPF8
OG0010363	Q9UBI1	Q5M9N2
OG0010364	Q9Y221	Q503P2
OG0010365	Q9Y4X0	Q6PH60
OG0010366	Q9Y4X5	Q6PFJ9
OG0010367	A6NKB5	A0A2R8QI88
OG0010368	A7MCY6	A0A8M2B2L1
OG0010369	A8MXE2	A0A8M2B7Y8
OG0010370	O00167	Q66HX1
OG0010371	O14626	A0A8M9NYE5
OG0010372	O14733	D6RRB7
OG0010373	O95563	Q7ZUJ3
OG0010374	P19878	A2VCY2
OG0010375	P50553	Q90259
OG0010376	Q06481	A0A2R8Q4V0
OG0010377	Q13790	A0A8M9Q0R7
OG0010378	Q14019	Q6PFT7
OG0010379	Q17RM4	E7EYV9
OG0010380	Q4G0N4	A0A8M2B840
OG0010381	Q6P4I2	Q567G2
OG0010382	Q7L266	Q5BKW9
OG0010383	Q86WJ1	Q7ZU90
OG0010384	Q86XI2	E7FH61
OG0010385	Q8IXY8	Q503L0
OG0010386	Q8IYW2	A0A8M9QAH0
OG0010387	Q8N5D0	B3DJF2
OG0010388	Q8N954	Q6DGZ0
OG0010389	Q8WV19	Q7T375
OG0010390	Q8WV92	Q7ZV91
OG0010391	Q8WXG1	Q5RH95
OG0010392	Q8WXX5	Q6DH49
OG0010393	Q8WZA1	F1QNB2
OG0010394	Q96CT2	A0A8M1RTC0
OG0010395	Q96HA8	Q1LWX3
OG0010396	Q96HA9	Q4V8Z0
OG0010397	Q99795	A0A8M6YXN3
OG0010398	Q9H000	Q9DFG8
OG0010399	Q9H310	Q7T070
OG0010400	Q9H4F1	Q5NDG1
OG0010401	Q9HAU4	A9JRZ0
OG0010402	Q9NQT8	A0A8M2BH26
OG0010403	Q9NUB1	F1QYS7
OG0010404	Q9NWK9	A0A8M6YVB2
OG0010405	Q9NZ52	A0A0R4ISY9
OG0010406	Q9UBN7	F8W4B7
OG0010407	O75165, Q9UF47	
OG0010408	Q9Y3B3	F1RAM9
OG0010409	A2RRH5	B8JJR1
OG0010410	A8MQ27	A0A2R8QF54
OG0010411	B7ZC32	A0A8M9PEJ5
OG0010412	H3BRN8	A0A8M9P176
OG0010413	O43791	Q7T330
OG0010414	O75364	Q6QU75
OG0010415	O75618	Q6DHN2
OG0010416	O96005	Q6DEL2
OG0010417	P07093	Q7ZVL5
OG0010418	P08100	P35359
OG0010419	P0C7T5	E7FB74
OG0010420	P28715	F1QJS3
OG0010421	P36402	Q5PU93
OG0010422	P50479	Q0PWB9
OG0010423	P52948	E7F981
OG0010424	P63151	A2BG80
OG0010425	P98160	A0A8M9PWV8
OG0010426	Q08257	A5PN39
OG0010427	Q6ZW31	E7FA87
OG0010428	Q7L4E1	Q5BLE2
OG0010429	Q8N159	E7FCP8
OG0010430	Q8N8A6	Q6DRI7
OG0010431	Q8N8J7	Q501T4
OG0010432	Q8NFT8	S4TYY2
OG0010433	Q8WUU8	A0A8M2BJ99
OG0010434	Q8WXU2	Q6P010
OG0010435	Q92599	Q642H3
OG0010436	Q96CB8	Q6IQU7
OG0010437	Q96EY7	Q32LU7
OG0010438	Q96K37	Q802Y0
OG0010439	Q99653	Q7T2F7
OG0010440	Q9BPW5	Q6P0U3
OG0010441	Q9BQQ3	A0A8M1RRZ2
OG0010442	Q9BU64	A7YY05
OG0010443	Q9BUP3	Q90Z77
OG0010444	Q9GZM7	A3KNG7
OG0010445	Q9GZP0	A0A8M1RFF2
OG0010446	Q9H074	Q6DBW2
OG0010447	Q9H147	A0A8M1RK84
OG0010448	Q9HB96	Q1X871
OG0010449	Q9NRD5	Q08BM4
OG0010450	Q9NY99	A0A286Y8D1
OG0010451	Q9UF33	F6P3V1
OG0010452	Q9UG63	F1QZ64
OG0010453	Q9UKS6	A0A8M3B1H5
OG0010454	Q9UKT5	A0A8M1RM02
OG0010455	Q9ULR5	Q6PBS9
OG0010456	Q9Y6F9	F1R205
OG0010457	O00512	F1R405
OG0010458	O14893	Q568J0
OG0010459	O14972	Q6DHL2
OG0010460	O15372	Q6AXJ2
OG0010461	O43592	Q5SPJ8
OG0010462	O75063	Q5RH51
OG0010463	O75223	B8JKY8
OG0010464	P03897	Q9MIY3
OG0010465	P05111	Q1LYE4
OG0010466	P18564	F1QGX0
OG0010467	P19883	Q9YHV4
OG0010468	P30626	F1R4I7
OG0010469	P35610	B0UYE4
OG0010470	P43351	F1QXE3
OG0010471	P49746	Q8JHW2
OG0010472	P50990	A0A0R4IJT8
OG0010473	P98155	A0A8M2B1M8
OG0010474	Q07157	A0A8M3BB23
OG0010475	Q14849	Q9DFS4
OG0010476	Q16589	Q6NZ31
OG0010477	Q2TAA5	Q7ZW24
OG0010478	Q3KQV9	Q7ZWD4
OG0010479	Q5SZL2	F1QW15
OG0010480	Q5VTB9	A0A8M9PXZ7
OG0010481	Q6PCD5	X1WE22
OG0010482	Q86SX3	E7F7J2
OG0010483	Q86Y97	A5D6U3
OG0010484	Q8IUH2	Q5U391
OG0010485	Q8IWE5	B3DJE5
OG0010486	Q8IWU2	E7EZL0
OG0010487	Q8N4H5	F6NZ76
OG0010488	Q8NB15	Q7ZZ00
OG0010489	Q92624	Q6NY32
OG0010490	Q96RJ6	A0A8M9PB86
OG0010491	Q9BQD7	Q6IQ61
OG0010492	Q9BT92	Q1RM03
OG0010493	Q9H6H4, Q9H902	
OG0010494	Q9H9H5	A0A8M2BJ83
OG0010495	Q9NQL2	F1QIB5
OG0010496	Q9NR96	B3DJW3
OG0010497	Q9NUD5	A0A8M9PSU8
OG0010498	Q9NVH1	Q802X9
OG0010499	Q9UBC1	E7F7N8
OG0010500	Q9UF11	X1WF09
OG0010501	Q9UMZ3	A0A8M9PAQ6
OG0010502	Q9UNQ2	F1QJ20
OG0010503	Q9Y3D9	E9QDB6
OG0010504	Q9Y450	F1Q5Z6
OG0010505	O00408	A0A8M9PCP4
OG0010506	O14776	A0A8M3AU80
OG0010507	O75072	A3KP10
OG0010508	O75354	Q567W7
OG0010509	O76080	Q7ZU97
OG0010510	P14679	A0A8M1PAD4
OG0010511	P23142	O42182
OG0010512	P30291	Q1LYE1
OG0010513	P39059	A0A8M3APP4
OG0010514	Q02246	Q9W675
OG0010515	Q03181	F8W3D2
OG0010516	Q06136	F1QWW8
OG0010517	Q12972	A5PF58
OG0010518	Q14534	A8E4T1
OG0010519	Q14894	A1L2E5
OG0010520	Q32NB8	F1RDT5
OG0010521	Q5SXM8	A1L1P7
OG0010522	Q5VIR6	E7FAG0
OG0010523	Q6AZY7	E9QDK3
OG0010524	Q6NY19	G3CES3
OG0010525	Q6PID8	A0A8M2BBZ4
OG0010526	Q6PII3	A0A8M9Q641
OG0010527	Q6ZNQ3	E7FCW6
OG0010528	Q71UI9	Q71PD7
OG0010529	Q8IWD5	Q6DBX0
OG0010530	Q8IYK2	E7F4M4
OG0010531	Q8TBY8	A0A8M6Z0A2
OG0010532	Q8WWT9	Q6NWY4
OG0010533	Q96BJ8	A0A8M6Z4G1
OG0010534	Q9H2G2	B8A4S3
OG0010535	Q9H3H1	Q1LWL7
OG0010536	Q9H6J7	Q6DGK9
OG0010537	Q9H8M5	A0A8M3AJ29
OG0010538	Q9NP87	Q7ZUU0
OG0010539	Q9NSI8	A0A8M2BH30
OG0010540	Q9NYM9	Q68EL3
OG0010541	Q9UHA2	Q567E9
OG0010542	Q9Y2B0	Q0V965
OG0010543	Q9Y2Y0	Q7SYL1
OG0010544	Q9Y6C5	Q98864
OG0010545	Q9Y6U3	Q1LYK7
OG0010546	O43447	Q7ZVQ9
OG0010547	O75121	E7F6P5
OG0010548	O75489	Q566S4
OG0010549	O95273	A3KNI7
OG0010550	P08243	A3KQK2
OG0010551	P08247	B0S5B9
OG0010552	P08575	A0A8M9PK73
OG0010553	P0C2S0	Q592E4
OG0010554	P20839	Q5RGV1
OG0010555	P30872	A0A0R4IV97
OG0010556	P43403	Q503P3
OG0010557	P49366	Q6NYK1
OG0010558	P49458	Q7ZW94
OG0010559	P55287	B3DGG4
OG0010560	Q13033	A0A8M2B571
OG0010561	Q13972	A0A8M3B2X9
OG0010562	Q15459	Q90X41
OG0010563	Q2TAP0	Q569P6
OG0010564	Q5TEA3	B8JIN4
OG0010565	Q6DN90	E7EZE5
OG0010566	Q6IEG0	A0A8M9PCY3
OG0010567	Q6ZMJ2	Q5RFW0
OG0010568	Q6ZU35	Q5RG44
OG0010569	Q70SY1	A1L224
OG0010570	Q76KD6, Q9H0A9	
OG0010571	Q8NFZ0	A0A8M3B1M6
OG0010572	Q8TCB7	Q6NY40
OG0010573	Q8WTW4	Q0P403
OG0010574	Q96C10	F1QUY3
OG0010575	Q96DN0	A0A8M6YWU0
OG0010576	Q96E16	Q4V921
OG0010577	Q96L33	Q5YLG6
OG0010578	Q99593	Q9IAK8
OG0010579	Q9BSL1	A0A8M9PKK5
OG0010580	Q9BV44	E9QJ61
OG0010581	Q9C0B0	F1Q639
