Orthogroup	Human.UniProt.renamed	Zebrafish.UniProt.renamed
OG0004971	P55072	Q7ZU99
OG0004972	P55884	X1WET9
OG0004973	Q15334	A0A8M2BBF6
OG0004974	Q15555	A7MC00
OG0004975	Q3C1V8	Q6R3Q6
OG0004976	Q5VVH5	Q501X6
OG0004977	Q6P158	A0A2R8Q3V8
OG0004978	Q6P4H8	E7EXV0
OG0004979	Q7Z3V4	A0A8N1YZY7
OG0004980	Q86U38	E7EZJ0
OG0004981	Q8IY31	Q66I67
OG0004982	Q8IYD8	A8QLH8
OG0004983	Q8N2A8	A3KNW0
OG0004984	Q8N8Q1	Q66HZ6
OG0004985	Q8NB37	Q3B7H1
OG0004986	Q8NE62	E7EY13
OG0004987	Q8TF17	A0A8M2BKM4
OG0004988	Q8WUU4	Q1LUX5
OG0004989	Q96C57	A9C3N6
OG0004990	Q96C92	A2CE83
OG0004991	Q96RS6	Q503C8
OG0004993	Q9BR77	A0A8M6YYE2
OG0004994	Q9BTD8	Q6DRG1
OG0004995	Q9BXJ7	A0A8M9QAN8
OG0004996	Q9HAV4	A0A8M6Z413
OG0004997	Q9NPJ6	Q561X3
OG0004998	Q9NR33	F1RCI6
OG0004999	Q9NYN1	Q7SZ59
OG0005000	Q9Y272	Q6PHV8
OG0005001	Q9Y2F9	A0A8M2BG55
OG0005003	O43809	Q7T3C6
OG0005004	O60894	Q6DGA3
OG0005005	O94826	Q6PBY6
OG0005006	O95965	Q4VBJ0
OG0005007	P04181	F8W5L3
OG0005008	P28336	A0A8N7UR00
OG0005009	P37108	Q4V9I5
OG0005010	P42331	A0A8M2BCD9
OG0005011	P67775	A0A8M9PI57
OG0005012	Q13395	A0A8M1QV42
OG0005013	Q15078	F1Q6W4
OG0005014	Q16828	Q7T2L8
OG0005015	Q3SYG4	A0A8M3AT49
OG0005016	Q562E7	E7FEV0
OG0005018	Q6P2D8	A0A8M1RFR4
OG0005019	Q7L2E3	A0A8N7TE51
OG0005020	Q7RTV5	A0A8M3AUW1
OG0005021	Q86XK3	B7ZD04
OG0005022	Q86XP3	F1QSB8
OG0005023	Q8IYR0	A2RV06
OG0005024	Q8N7M0	Q66IC8
OG0005025	Q8N8Z6	F1QGI1
OG0005026	Q8WUJ0	Q503G4
OG0005027	Q92834	F1QM29
OG0005028	Q96CW5	F1QA15
OG0005029	Q96DZ1	Q803G0
OG0005030	Q96S55	Q6NW46
OG0005031	Q9BUM1	A1A5Z0
OG0005032	Q9BX63	B7ZDD5
OG0005033	Q9H2P9	A0A0R4IU56
OG0005034	Q9H9Y2	Q6IQU6
OG0005035	Q9NNZ3	Q7ZUS6
OG0005036	Q9NQZ5	A0A8N7UVX5
OG0005037	Q9NUM4	Q1LWC2
OG0005038	Q9NXW9	A0A8M1P7U9
OG0005039	Q9Y2W3	A0A8M9Q7D0
OG0005040	A2CJ06	A2CI97
OG0005041	O15294	A0A0R4IVJ0
OG0005042	O75208	A5PLI6
OG0005043	P07954	Q7SX99
OG0005044	P11150	Q7T359
OG0005045	P23942	Q66HW7
OG0005046	P28065	Q9PUS3
OG0005047	P36955	Q66I20
OG0005048	P48637	F1RC64
OG0005049	P53680	Q6PEJ2
OG0005050	P57078	Q8JHU3
OG0005051	P62495	Q803E5
OG0005052	Q00169	A0A8M1RHH5
OG0005053	Q08623	Q503F9
OG0005054	Q13464	A0A8M9PRV2
OG0005055	Q14232	A0A0R4ILD9
OG0005056	Q15637	A0A0R4IBT0
OG0005057	Q49MI3	A4QNW6
OG0005058	Q53R41	E7F8W7
OG0005059	Q5VU97	E7F5Q0
OG0005060	Q66K41	A0A8M1QV45
OG0005061	Q6PI78	B3DHU2
OG0005062	Q7Z3Z2	A1L2C8
OG0005063	Q7Z418	D7NVC0
OG0005064	Q86X45	B3DH20
OG0005065	Q8IWE4	A7MD57
OG0005066	Q8IXT1	A0A8M9PPZ6
OG0005067	Q8IZD0	A0A8M1RMD2
OG0005068	Q8NA31	Q1LX29
OG0005069	Q8NC69	Q6DG99
OG0005070	Q8NEA6	A0A8M6Z1B7
OG0005071	Q8NF37	Q1LWG4
OG0005072	Q93015	A0A8M9QIZ4
OG0005073	Q969Z4	Q6NZ11
OG0005074	Q96A47	P53406
OG0005075	Q96DP5	A5PL71
OG0005076	Q96E14	A0A0R4IUC9
OG0005077	Q96EV8	Q7ZWE6
OG0005078	Q96FV3	A0A8M9QAV9
OG0005079	Q96MR6	A0A8M9PBZ0
OG0005080	Q96QC0	A3KPX4
OG0005081	Q96SJ8	A0A8M2B5N2
OG0005082	Q99519	Q1LWP9
OG0005083	Q9BQ15	A0A8M2BK34
OG0005084	Q9BTW9	A0A0R4IXD9
OG0005085	Q9BV81	Q6P0F0
OG0005086	Q9HBH5	Q5XJB5
OG0005087	Q9NPL8	Q568N3
OG0005088	Q9NQB0	Q71G54
OG0005089	Q9NRA1	A0A8N7TD29
OG0005090	Q9UHR5	F1QJR8
OG0005091	Q9ULH1	A0A8M3AZ08
OG0005092	O43149	A0A8M9P8V5
OG0005093	O43824	A0A8M3B3J4
OG0005094	O60260	Q561U2
OG0005095	O60826	Q4V909
OG0005096	O94829	F1Q9F5
OG0005097	O95232	A1L1N4
OG0005098	O95394	A0A8M9Q5V4
OG0005099	O95886	A0A8M2B6G8
OG0005100	P01111	P79737
OG0005101	P04070	Q7T3B6
OG0005102	P05089	E7F8R4
OG0005103	P10275	A4GT83
OG0005104	P11182	Q5BKV3
OG0005105	P35914	Q7ZV32
OG0005106	P40926	Q7T334
OG0005107	P43699	Q98TX4
OG0005108	P55769	Q7ZV23
OG0005109	P82673	Q498P2
OG0005110	Q13823	Q7SZQ9
OG0005113	Q68CQ4	Q6PEH4
OG0005114	Q6GPH4	F1QWG9
OG0005115	Q6IWH7	E7FD02
OG0005116	Q6QHK4	Q568W8
OG0005117	Q7Z7H5	Q6IQH9
OG0005118	Q8N3X1	F1QGN0
OG0005119	Q8N695	Q3ZMH1
OG0005120	Q8NA72	B0S5R1
OG0005121	Q8TBC4	Q7ZVX6
OG0005122	Q8TDX6	E7F6G2
OG0005123	Q8TDX9	A0A8M9PXN6
OG0005124	Q92520	Q7ZYY4
OG0005125	Q92698	F1Q8K0
OG0005126	Q92759	Q6P2T8
OG0005127	Q96JZ2	Q56A36
OG0005128	Q96K17	Q6PC91
OG0005129	Q9BRX5	Q6DRM7
OG0005130	Q9H239	A0A2R8RUJ1
OG0005131	Q9H2Y9	E7F2I7
OG0005132	Q9H6V9	B3DII8
OG0005133	Q9H765	Q7T386
OG0005134	Q9NXG2	A0A0R4IIV9
OG0005135	Q9NY59	B1B5D9
OG0005136	Q9NYY3	A0A8M1RNL4
OG0005137	Q9P0U1	Q0P4E8
OG0005138	Q9UJF2	A0A8M2BIR4
OG0005139	Q9UKM9	F1QAY0
OG0005140	Q9Y6I4	X1WG21
OG0005141	B9EJG8	A0A2R8RK24
OG0005142	O00110	A7E2L3
OG0005144	O15229	Q1RLY6
OG0005145	O43290	Q6DG11
OG0005146	O43610	A0A8M9Q380
OG0005147	O43660	Q6DRE2
OG0005148	O60281	Q5SNV1
OG0005149	O60928	Q0KIZ7
OG0005150	P05121	A8WGQ0
OG0005151	P07814	A0A8M3ARK1
OG0005152	P14854	Q6DH63
OG0005153	P41143	A3QJX7
OG0005154	P45844	A4QNW0
OG0005155	P49585	A0A8M9Q8R8
OG0005156	P51798	A0JMG8
OG0005158	Q06124	Q7ZW17
OG0005159	Q06323	Q9PTH5
OG0005160	Q13426	A0A2R8RHK7
OG0005161	Q14117	B1H1J6
OG0005162	Q15293	F1R369
OG0005163	Q15759	Q6IQ84
OG0005164	Q16186	Q6NZ09
OG0005165	Q5T3J3	E7F853
OG0005166	Q6PH81	Q6DGQ4
OG0005167	Q6UX72	A0A8M9PD09
OG0005168	Q6UXU4	Q4V922
OG0005169	Q6ZU64	A0A8M1RHF7
OG0005170	Q7RTS9	A0A8M6Z399
OG0005171	Q7Z3F1	A0A8M3B2E6
OG0005172	Q86VW0	Q7SX85
OG0005173	Q86Y79	Q5CZM9
OG0005174	Q8NI27	F1QXF4
OG0005175	Q8WUQ7	F1Q8W0
OG0005176	Q92785	A0A8M2BCR7
OG0005177	Q96AX2	Q567B0
OG0005178	Q96B42	Q641M3
OG0005179	Q96DR4	A0A8M2BHK6
OG0005181	Q9BT25	A0A2R8QND7
OG0005182	Q9H3M0	A0A8M2B351
OG0005183	Q9H714	A0A8M3BCH1
OG0005184	Q9NQ55	Q7ZVK7
OG0005185	Q9NZQ9	Q9PUQ6
OG0005186	Q9NZU0	B8A507
OG0005187	Q9P2W1	Q6IQF3
OG0005188	Q9ULX3	I3ISV3
OG0005189	A2VEC9	A0A8M9PLZ8
OG0005190	A4D1E9	Q6DHF7
OG0005191	O00764	B8A4Q2
OG0005192	O14493	Q9YH91
OG0005193	O75783	E7FCU6
OG0005194	P01133	A0A8M2B432
OG0005195	P09471	F8W442
OG0005196	P10244	Q4KMF7
OG0005197	P11488	Q90WX6
OG0005198	P46781	Q6P5M3
OG0005199	P50281	B0R0I1
OG0005200	P61296	P57102
OG0005201	Q07021	F1R3F7
OG0005202	Q12792	Q6DKF4
OG0005203	Q13232	Q9PTF3
OG0005204	Q14393	Q7T3H4
OG0005205	Q15149	A0A8M9PRN8
OG0005206	Q15345	I3IS54
OG0005207	Q15428	Q7ZVD4
OG0005208	Q5TEU4	A3KP37
OG0005209	Q6PK18	B3DIJ1
OG0005210	Q6YHK3	A0A8N7UTF1
OG0005211	Q6ZWH5	A0A8M3AJH8
OG0005212	Q7RTR2	A0A8M3APF3
OG0005213	Q8NBI3	Q4V9H3
OG0005214	Q8TAP8	Q0P427
OG0005215	Q8TCG1	A9JSX6
OG0005216	Q8TDF5	A0A8M9PGC0
OG0005217	Q8TE02	A1A5V9
OG0005218	Q96AJ9	A0A2R8Q5I2
OG0005219	Q96ES6	A0A0R4ICC7
OG0005220	Q96GC9	Q6NYY9
OG0005222	Q96RN5	Q7ZVN7
OG0005223	Q9BUP0	F1R647
OG0005224	Q9BXC9	Q98SP7
OG0005225	Q9BYF1	E7F9E5
OG0005226	Q9H0F7	Q5M9P8
OG0005227	Q9H270	Q4G0A0
OG0005228	Q9H334	Q2LE08
OG0005229	Q9NNW5	A0A8M2BEZ5
OG0005230	Q9NSD9	Q5RKM6
OG0005231	Q9NTX5	F1R6N4
OG0005232	Q9NZD8	Q6PC62
OG0005233	Q9UHQ9	Q7ZVF8
OG0005234	Q9ULC8	A2CEX1
OG0005235	Q9Y3V2	Q6PBV4
OG0005236	Q9Y5C1	A0A8N7UZN6
OG0005237	Q9Y6J8	Q66IC4
OG0005238	W5XKT8	A0A8M9PDM1
OG0005239	A8MVW5	A4JYQ6
OG0005240	O15315	Q7ZTX4
OG0005241	O15525	A0A8M9P5V5
OG0005242	O43583	Q6DH65
OG0005243	O60268	Q6GML0
OG0005244	O75529	Q6PGV3
OG0005245	P18124	Q6Q417
OG0005246	P37802	Q6TGT5
OG0005247	P39656	Q6NYS8
OG0005248	P49842	A0A0R4IK86
OG0005249	P51787	B0R0K2
OG0005250	P53804	A0A8M3BCR2
OG0005251	P55316	O73862
OG0005252	P61224	Q6TEN1
OG0005253	Q02643	A0A182
OG0005254	Q13474	A0A2R8QPA3
OG0005255	Q5RHP9	A0A8M3B4S6
OG0005256	Q5TGY3	A0A8M2B6V9
OG0005258	Q7L5N7	Q502J0
OG0005259	Q86UW6	A0JMG4
OG0005260	Q86VX9	F1QDK1
OG0005261	Q8IVM0	A0A8M3AN52
OG0005262	Q8N5Y8	Q6NX05
OG0005263	Q8N9V3	A0AUS0
OG0005264	Q8NAP8	Q1LUJ6
OG0005265	Q8NB91	A0A8M6Z0K9
OG0005266	Q8TAM1	A0A286Y9A6
OG0005267	Q96FS4	A0A8M9Q976
OG0005268	Q96R05	B3DHK5
OG0005269	Q96SB8	A0A8M1NHD0
OG0005270	Q9NXU5	A5PMK4
OG0005271	Q9NYY8	A0A8N7UR43
OG0005272	Q9NZ53	A0A8N7TDD8
OG0005273	Q9P032	E7FDX3
OG0005274	Q9UBZ9	B0UY97
OG0005275	Q9UIF9	A0A8M1P2D8
OG0005276	Q9UKJ5	Q802W1
OG0005277	Q9Y5R6	Q71MM5
OG0005279	O14645	F1Q6H8
OG0005280	O14730	Q6DEK0
OG0005281	O75061	A0A8M9Q6X2
OG0005282	P0C025	Q4V8V2
OG0005283	P0C6T2	H0WEU8
OG0005284	P0DKB5	F1QLS2
OG0005285	P49796	A0A8M3BA25
OG0005286	P61812	Q7SZV4
OG0005287	Q12837	Q6XZH1
OG0005288	Q14CB8	F6NW06
OG0005289	Q15784	Q9W6C8
OG0005290	Q16134	Q66I16
OG0005291	Q17RS7	A0A8M9PUX7
OG0005292	Q5JST6	Q32TF8
OG0005293	Q86U70	Q2YDQ6
OG0005294	Q8IWD4	F2Z4X0
OG0005295	Q8IYL2	E9QD66
OG0005296	Q8N434	Q1LVS8
OG0005297	Q8N4T8	Q6P0H7
OG0005298	Q8NAB2	X1WEX5
OG0005299	Q8NBD8	Q08CG9
OG0005300	Q8NEB9	A0A8M9QGZ6
OG0005301	Q8WWQ2	A0A8M3B5H5
OG0005302	Q8WY36	A0A8M9Q027
OG0005303	Q92629	A0A0R4IBS6
OG0005304	Q96HR8	F1QXL6
OG0005305	Q96MU7	Q5U3V6
OG0005306	Q9NRC8	A0A2R8QUG9
OG0005307	Q9NRG0	Q5EAR4
OG0005309	Q9NUW8	F8W5U2
OG0005310	Q9NW61	Q6P0G8
OG0005311	Q9NXN4	Q66HX8
OG0005312	Q9NYS0	Q6DGQ1
OG0005313	Q9NZL4	Q98TS3
OG0005314	Q9P0J6	Q1LWG3
OG0005315	Q9UBX0	P79738
OG0005316	Q9UJX3	A9C3Q3
OG0005317	Q9UKG9	Q503F8
OG0005318	Q9ULG6	A0A8M1PAI3
OG0005319	Q9Y215	A0A8M3ATD0
OG0005320	Q9Y216	Q1RLW5
OG0005321	Q9Y2R9	Q498Z6
OG0005322	Q9Y2T3	Q502E8
OG0005323	O60566	E7F5T9
OG0005324	O75431	Q6WFZ4
OG0005325	P04628	P24257
OG0005326	P09012	Q6P2T1
OG0005327	P0C1S8	Q1LX51
OG0005328	P22102	Q9I9E6
OG0005329	P22681	Q5U376
OG0005330	P23416	F1RDZ6
OG0005331	P33552	Q6IQC3
OG0005332	P42338	E7F251
OG0005333	P78549	F1QBP9
OG0005335	P98082	A0A8M9P909
OG0005336	Q0VAA2	A0A8M3B2P2
OG0005337	Q12907	A5PMC4
OG0005338	Q13015	A3KQS5
OG0005339	Q13516	Q8QGI4
OG0005340	Q2PPJ7	A0A2R8QI48
OG0005341	Q5U651	E7F6P4
OG0005342	Q66GS9	Q5RG45
OG0005343	Q68CQ7	Q5U3H3
OG0005344	Q6P995	I3IRX1
OG0005345	Q86W92	Q1LUM4
OG0005346	Q8IVH4	A7MBT8
OG0005347	Q8IY95	Q6NYE7
OG0005348	Q8N6N7	Q4V8S5
OG0005349	Q8N983	Q6DH43
OG0005350	Q8NAT2	Q1L981
OG0005351	Q8NCW5	Q6DHK1
OG0005352	Q8NDY3	Q5XJB9
OG0005354	Q8WXI9	A0A8M1N9R4
OG0005355	Q96KR4	F1Q5N1
OG0005356	Q96NL0	Q5U3W3
OG0005357	Q96NL8	P0DOC8
OG0005358	Q96NN9	F2Z4R3
OG0005359	Q96PQ7	B8JIG8
OG0005360	Q99941	A0JMK4
OG0005361	Q9BRV8	A0A0R4ISE8
OG0005362	Q9GZT6	F1QGC9
OG0005363	Q9H4F8	A0A8M9PKH8
OG0005364	Q9HBI1	Q6PC42
OG0005365	Q9NYL5	Q5VSI8
OG0005366	Q9UGM6	Q5CZN2
OG0005367	Q9UHR6	A0JMD6
OG0005368	Q9UIF8	A0A8M9Q6K1
OG0005369	Q9UKD1	E9QCL9
OG0005370	Q9Y2H1	Q5RH05
OG0005371	Q9Y570	Q7ZV37
OG0005373	A1A5C7	A0A8M1RN07
OG0005374	O14519	A0A8M6Z0Z1
OG0005375	O14641	Q803Q5
OG0005376	O60469	A0A8M9QGN7
OG0005377	O76024	E7F921
OG0005378	O76083	A0A8M3AW03
OG0005379	P09017	Q9PWM3
OG0005380	P0DJG4	A0A8M9QP94
OG0005381	P11802	Q08C29
OG0005382	P20248	Q6NV43
OG0005383	P21912	A5PL98
OG0005384	P24941	Q7ZWB1
OG0005385	P30044	Q502C8
OG0005386	P36639	Q7ZWC3
OG0005387	P49459	Q789K9
OG0005388	P49848	Q66HZ5
OG0005389	P61019	Q803J3
OG0005390	P62857	Q6PBK3
OG0005391	P78369	Q8QHA3
OG0005392	Q14249	Q503Y0
OG0005393	Q14679	F1Q6C4
OG0005394	Q15007	Q7SXL7
OG0005395	Q16629	Q4V8Q5
OG0005396	Q6PHR2	A4IG43
OG0005397	Q6TDU7	A6H8T2
OG0005398	Q6ZNR0	A0A8M3AKK5
OG0005399	Q7Z6J6	F1REH1
OG0005400	Q8IYU8	Q1LYC5
OG0005401	Q8IZ83	F1QGP1
OG0005402	Q8NC67	A0A8M9Q8U8
OG0005403	Q8NE31	A0A8M9Q8S2
OG0005404	Q96BF6	A0A8M2BJF5
OG0005405	Q96CU9	A8WG78
OG0005406	Q96E40	Q0P3W8
OG0005407	Q96GX9	Q66I75
OG0005408	Q96HU1	Q7T2D0
OG0005409	Q96I82	B0V1B1
OG0005410	Q96N03	A0A0R4ILX9
OG0005411	Q96RR1	A0A0R4ICC1
OG0005412	Q96SU4	A0JMN8
OG0005413	Q99550	A0A8M2BJY3
OG0005414	Q99720	Q7ZWG9
OG0005415	Q9BXU1	A0A8M3B1N5
OG0005416	Q9BYV8	Q6GQN0
OG0005417	Q9C0B1	A0A8M9PKY4
OG0005418	Q9C0F1	F6NJX7
OG0005419	Q9NPJ3	F6P1Y9
OG0005420	Q9NRR3	A9JR56
OG0005421	Q9NWS1	Q1RMA6
OG0005422	Q9P2P5	A0A8M1RSA0
OG0005423	Q9UGC7	F1QA94
OG0005424	Q9UJ83	Q6NYI5
OG0005425	Q9UL15	F1QGM6
OG0005426	Q9UPY6	A1L1Q2
OG0005427	Q9UQE7	Q803N2
OG0005428	Q9Y3C4	F1QZ15
OG0005429	Q9Y3R5	A0A8M6Z8M9
OG0005430	O43175	F1QEY8
OG0005431	O43325	Q6DGP7
OG0005432	O95470	A0A2R8Q3N8
OG0005433	O95954	A0A8M1PIL2
OG0005434	P13805	B3DG30
OG0005436	P25189	A0A2R8QN30
OG0005437	P35052	F1QCC6
OG0005438	P46063	A0A8M9PHB7
OG0005439	Q03111	E9QEN8
OG0005440	Q07002	E7F9R5
OG0005441	Q16831	A0A8M6YTG2
OG0005442	Q49A92	A3KP40
OG0005443	Q5VVB8	Q5RGR1
OG0005444	Q7Z353	E7F5L7
OG0005445	Q7Z3D4	Q6IQA2
OG0005446	Q7Z6K4	Q7T3Y0
OG0005447	Q86XS8	A0A8M3B0D3
OG0005448	Q86YC3	Q6AXL3
OG0005449	Q86YD3	A0A8M6Z113
OG0005450	Q8IVF4	E7FGT8
OG0005451	Q8N138	Q5XJR6
OG0005452	Q8N1G4	A8WFY2
OG0005453	Q8NCE2	E7F0C5
OG0005454	Q8TDN6	A0A0R4IBJ2
OG0005455	Q8TEW0	Q7T1R3
OG0005456	Q8WWR8	Q503Z4
OG0005457	Q93009	A0A8M3B8A7
OG0005458	Q96FF9	A2BIB1
OG0005459	Q96JK4	F6PEI8
OG0005460	Q9BR26	Q58EH6
OG0005461	Q9BTX7	A0A8M9P501
OG0005462	Q9BU61	A1L1F1
OG0005463	Q9BUB5	A0A8M2B223
OG0005464	Q9H063	Q6PGU2
OG0005465	Q9H511	Q6Q7X9
OG0005466	Q9HC35	A0A8M6Z9Q6
OG0005468	Q9NYK1	A0A8M9QKF3
OG0005469	Q9P2E5	F1Q679
OG0005470	Q9UBT6	E7F6Y7
OG0005471	Q9UFG5	A0A8M9QHW1
OG0005472	Q9UGI8	F1QNJ3
OG0005473	Q9UPU9	X1WG96
OG0005474	Q9Y2B9	E7F462
OG0005475	Q9Y3E0	Q4V8Q4
OG0005476	O14494	F1Q772
OG0005477	O95299	Q6PBM0
OG0005478	P05141	Q8JHI0
OG0005479	P05165	Q6DGE2
OG0005480	P13349	Q9DDW0
OG0005481	P31314	Q8JI13
OG0005482	P35244	Q7ZUZ6
OG0005483	P43034	Q803D2
OG0005484	P49354	A1L1V1
OG0005485	P54687	Q6PC10
OG0005486	P61960	Q803Y4
OG0005487	P78543	Q9IB77
OG0005488	P83111	A0A8M3AWR6
OG0005489	Q00341	A0A8M2BDG6
OG0005490	Q03431	Q9PVD3
OG0005491	Q0PNE2	Q0P424
OG0005492	Q16363	Q2TJF5
OG0005493	Q6AI39	A0A8M2B352
OG0005494	Q6FI81	Q6AZB3
OG0005496	Q7L0X0	A0A0R4IHC6
OG0005497	Q7Z699	Q6NV01
OG0005498	Q86UP2	E7F049
OG0005499	Q8IVD9	Q6NZR9
OG0005500	Q8IYB8	A4IG62
OG0005501	Q8N8A8	A0A8M9PPL0
OG0005502	Q8NBT2	Q503N2
OG0005503	Q8NCU4	Q5M7X8
OG0005504	Q8NFZ8	A0A8M2B4F3
OG0005505	Q8TEP8	A0A8M3AQD1
OG0005506	Q8WVS4	A0A8M1RKA7
OG0005507	Q8WVT3	F1RE04
OG0005508	Q92966	Q7ZU76
OG0005509	Q96B97	A0A8M1RMS5
OG0005510	Q96E29	Q6DHJ7
OG0005511	Q96HR3	Q6PC45
OG0005512	Q96JW4	E7F597
OG0005513	Q96L08	A0A8M6YZ29
OG0005514	Q96TA2	A0A0R4IJC7
OG0005515	Q99595	Q6NZZ0
OG0005516	Q9BVS4	A5WUT7
OG0005517	Q9BYD3	Q503X2
OG0005518	Q9H0D6	A0A0R4ISJ3
OG0005519	Q9H668	B8JKF4
OG0005520	Q9NPD8	Q08BH7
OG0005521	Q9NPG8	F1QAM1
OG0005522	Q9UKI8	A0A8M1NWF7
OG0005523	Q9UL45	E9QGH2
OG0005524	Q9UL68	Q5TZG3
OG0005525	Q9UNZ5	Q24JV4
OG0005526	Q9UQP3	F1QSR3
OG0005527	Q9Y4K3	Q6IWL4
OG0005528	Q9Y5P8	B0S5T6
OG0005529	O00217	Q6P0T0
OG0005530	O14782	A0A8M1RLR4
OG0005531	O60262	Q6DGZ5
OG0005532	O75312	Q7ZTY3
OG0005533	O75317	A4FUN7
OG0005534	O94941	A0A8M1P9U9
OG0005535	P0DMB2	B3DKF4
OG0005536	P19320	A4JYI2
OG0005537	P22736	Q6GMG3
OG0005538	P23109	A0A8M6Z0E5
OG0005539	P32754	Q6AZV8
OG0005540	P39019	Q6PBW7
OG0005541	P49588	Q1LVL3
OG0005542	P49638	B0S5J5
OG0005543	P49756	A8DZA0
OG0005544	P51151	Q0P458
OG0005545	P53370	A3KNL9
OG0005546	P54840	Q5RGX8
OG0005547	P55145	Q08CA7
OG0005548	P60606	A0A2R8QLE1
OG0005549	P82912	Q5VSI2
OG0005550	Q10587	A0A8M2B278
OG0005551	Q13137	F1QGK5
OG0005552	Q14166	Q7ZUQ4
OG0005553	Q14449	A0A8M9QGA2
OG0005554	Q15526	A1L248
OG0005555	Q16778	Q6PC60
OG0005556	Q5JU69	Q4V8W5
OG0005557	Q6IQ22	Q502Q0
OG0005558	Q7Z601	A0A0R4IQJ4
OG0005559	Q7Z614	A0A8M2BA68
OG0005560	Q86W56	E7F2B6
OG0005561	Q8IYJ0	A0A8M9PM93
OG0005562	Q8IZE3	Q803U0
OG0005563	Q8N4X5	A0A8M9Q402
OG0005564	Q8N9H9	A0A8M3ANT6
OG0005565	Q8NBP7	E7F2J6
OG0005566	Q8TCJ0	A0A8M9PT00
OG0005567	Q96LI9	A0A8M9PY92
OG0005568	Q9BXT8	F1R3C5
OG0005569	Q9BZI7	F1QNX7
OG0005570	Q9H173	A0A0G2KDW7
OG0005571	Q9HB21	Q7ZYX2
OG0005572	Q9NX62	Q2YDR3
OG0005573	Q9NZ43	Q7ZTY7
OG0005574	Q9UL40	A2RV29
OG0005575	Q9UNH6	A0A0R4IBS8
OG0005576	Q9Y230	P83571
OG0005577	Q9Y5X4	Q5U3F3
OG0005579	O15266	A0A8M2BFC1
OG0005580	O43324	F1QVE4
OG0005581	O76095	Q1L897
OG0005582	O95178	Q6PBN0
OG0005583	P17947	A0A8M2BG46
OG0005584	P19525	A9YT50
OG0005585	P27658	B7SW26
OG0005586	P35475	A0A8M9PQU4
OG0005587	P42892	A0JMP1
OG0005588	P56817	Q6NZT7
OG0005589	P57076	Q6DRC3
OG0005590	P58557	A0A2R8QTM9
OG0005591	P61326	Q566Y8
OG0005592	Q00325	Q7ZV45
OG0005593	Q03933	Q90XA8
OG0005594	Q13042	Q32PS0
OG0005595	Q13315	F1QJB6
OG0005596	Q14512	A0A8M9Q0I5
OG0005597	Q15543	Q66I70
OG0005598	Q53F39	Q566Y9
OG0005599	Q5GH70	B3DGC8
OG0005600	Q5T5J6	A0A8M9P2Z5
OG0005601	Q5TA89	A0A8M2B2B4
OG0005602	Q5XUX1	E9QHZ6
OG0005603	Q6UXH9	A0A1L1QZP6
OG0005604	Q6ZMV7	A0A8M3AS37
OG0005605	Q6ZN28	E7FG38
OG0005606	Q76N32	A0A8M2B364
OG0005607	Q7Z6I6	A0A8M9PP74
OG0005608	Q8IUZ5	Q2YDQ8
OG0005609	Q8IZH2	F1Q4U5
OG0005610	Q8N0U7	A0A8M3AVR8
OG0005611	Q8N137	A0A8M9PLF1
OG0005612	Q8N3F0	P0C8M4
OG0005613	Q8NB12	Q2MJQ9
OG0005614	Q8NEN9	A0A8M9Q6M1
OG0005615	Q8WUX2	Q4KMJ1
OG0005616	Q8WZ73	F1QFN6
OG0005617	Q92882	Q6TGW5
OG0005618	Q96CQ1	Q6DG32
OG0005619	Q96KE9	Q5TZE1
OG0005620	Q9BQJ4	Q6PFT6
OG0005621	Q9BYC5	F1QW63
OG0005622	Q9BYG4	Q6TNS1
OG0005623	Q9C0A6	A0A8M9QFY2
OG0005624	Q9H488	F1R676
OG0005626	Q9HCD6	A0A2R8Q7B6
OG0005627	Q9NQR1	Q071E0
OG0005628	Q9NXW2	Q7SXR2
OG0005629	Q9UBT2	Q7SXG4
OG0005630	Q9Y295	Q7T340
OG0005631	Q9Y2Q5	Q6DEG4
OG0005632	Q9Y2X0	E7F602
OG0005633	Q9Y4R8	Q7T006
OG0005635	O14757	A0A8M9PQA7
OG0005636	O14977	Q801V3
OG0005637	O43395	A4QP06
OG0005638	O60271	A0A8M9QJE9
OG0005639	O60294	A8WHX0
OG0005640	P02765	A5WWI5
OG0005641	P13639	Q6P3J5
OG0005642	P14324	Q4V916
OG0005643	P23284	Q6PBW4
OG0005644	P26373	Q90Z10
OG0005645	P33402	A0A8M3AT28
OG0005646	P41235	A0A8M9PEX6
OG0005647	P48048	A5PLA5
OG0005648	P62750	Q6Q416
OG0005649	P63173	Q6DGL9
OG0005650	Q02108	E7EZW5
OG0005651	Q12955	A0A8M3AR97
OG0005652	Q13608	F1QMB0
OG0005653	Q14330	A0A8M2BFU7
OG0005654	Q14520	F1QW52
OG0005655	Q15173	A0A8N7T601
OG0005656	Q15717	A0A8M2BIL8
OG0005657	Q4G148	A0A8M6YW11
OG0005658	Q5T890	A0A8M3AV89
OG0005659	Q68DC2	Q5XJ13
OG0005660	Q6ZS81	A0A8N7TE93
OG0005661	Q6ZT21	Q08BG1
OG0005662	Q70J99	F6NFN1
OG0005663	Q7L1Q6	Q6PD83
OG0005664	Q8N2H3	F1Q815
OG0005665	Q8N4S0	Q7SYI8
OG0005666	Q8NFJ8	F1R9F5
OG0005667	Q8WUM0	F1QNV4
OG0005668	Q8WXX0	A0A8N7UQZ5
