Orthogroup	Zebrafish.UniProt.renamed	Human.UniProt.renamed	Category
OG0010170	A0A8M1P6U9	Q99467	one-to-one
OG0010171	Q7SZC5	Q9BTX1	one-to-one
OG0010172	Q00P20	Q9GZU5	one-to-one
OG0010173	Q6P3H8	Q9H0H5	one-to-one
OG0010174	A0A0R4IKJ1	Q9H4Z3	one-to-one
OG0010175	A0A8M3AKJ2	Q9H7T9	one-to-one
OG0010176	F1RB48	Q9H9J2	one-to-one
OG0010177	A0A8M2B7P7	Q9NQS1	one-to-one
OG0010178	Q6P0K4	Q9NR45	one-to-one
OG0010179	Q9I918	Q9NS66	one-to-one
OG0010180	A0A8M6YTW6	Q9NXS3	one-to-one
OG0010181	A2BG43	Q9NZD2	one-to-one
OG0010182	F1Q6C1	Q9ULL8	one-to-one
OG0010183	Q7ZVG4	Q9Y3B1	one-to-one
OG0010184	F1Q6W0	Q9Y597	one-to-one
OG0010185	F6NGW9	Q9Y5X2	one-to-one
OG0010186	Q32PK2	A6NC51	one-to-one
OG0010187	E7F5A7	O14807	one-to-one
OG0010188	Q68Y21	O43424	one-to-one
OG0010189	E9QD92	O75319	one-to-one
OG0010190	Q6P0D9	O76071	one-to-one
OG0010191	A0A8M2B6Y2	O94988	one-to-one
OG0010192	Q9MIX8	P00156	one-to-one
OG0010193		P04234, P09693	human_exclusive
OG0010194	A0A8M9Q8W7	P0CAP1	one-to-one
OG0010195	Q5MD89	P35916	one-to-one
OG0010196	Q5XJ12	P38646	one-to-one
OG0010197	Q6DEM2	P46108	one-to-one
OG0010198	Q6ZM19	P56537	one-to-one
OG0010199	Q5U379	Q12824	one-to-one
OG0010200	Q6NXD9	Q14140	one-to-one
OG0010201	A0A8M2BFL1	Q15291	one-to-one
OG0010202	A0A8M1N0E2	Q16698	one-to-one
OG0010203	Q7SXH0	Q53QV2	one-to-one
OG0010204	A0A8M3AQ99	Q6UUV9	one-to-one
OG0010205	Q567F8	Q7L5N1	one-to-one
OG0010206	Q6NZZ3	Q7Z4R8	one-to-one
OG0010207	A0A8M3B3Z9	Q7Z5A9	one-to-one
OG0010208	B8JK76	Q86SQ7	one-to-one
OG0010209	F1QZU9	Q86VR8	one-to-one
OG0010210	A0A0R4IYE6	Q8IW52	one-to-one
OG0010211	Q76C29	Q8N907	one-to-one
OG0010212	F1Q553	Q8NCF5	one-to-one
OG0010213	Q5RHX6	Q92564	one-to-one
OG0010214	A0A8M2BKV9	Q92567	one-to-one
OG0010215	A0A8N7TAX5	Q92623	one-to-one
OG0010216	Q7ZVD8	Q969Q4	one-to-one
OG0010217	Q1JPX4	Q96B02	one-to-one
OG0010218	Q0P3Y5	Q96EE4	one-to-one
OG0010219	A5WW08	Q96EP1	one-to-one
OG0010220	A0A8M3AME8	Q96NX9	one-to-one
OG0010221	Q6DRL5	Q9BQG0	one-to-one
OG0010222	Q7ZUV2	Q9BVA0	one-to-one
OG0010223	F1RCN2	Q9BXF3	one-to-one
OG0010224	Q8JHZ6	Q9H3D4	one-to-one
OG0010225	A0A8M3APH5	Q9H5Z6	one-to-one
OG0010226	A0AUR5	Q9H8M7	one-to-one
OG0010227	Q803F5	Q9HDC9	one-to-one
OG0010228	A0A8M1PZ64	Q9NS62	one-to-one
OG0010229	E7FGC2	Q9NTJ3	one-to-one
OG0010230	Q5W8I7	Q9P2U8	one-to-one
OG0010231	Q7ZYY0	Q9UKU7	one-to-one
OG0010232	A0A8M6Z6V7	Q9ULS6	one-to-one
OG0010233	B0S8L0	Q9UMS0	one-to-one
OG0010234	A8E5C5	A6NNS2	one-to-one
OG0010235	Q803J6	O00560	one-to-one
OG0010236	A0A8M3AXP5	O14617	one-to-one
OG0010237	A0A8N7V0N6	O15527	one-to-one
OG0010238	Q6PV84	O60481	one-to-one
OG0010239	Q7T3D5	O75340	one-to-one
OG0010240	A0A2R8QBK4	O75427	one-to-one
OG0010241	D0E2W2	O95389	one-to-one
OG0010242	Q7T2G0	O95859	one-to-one
OG0010243	A5PN62	O95865	one-to-one
OG0010244	A0A8M1RQZ2	P24046	one-to-one
OG0010245	Q7SY23	P30038	one-to-one
OG0010246	A0A8M3B5X1	P46597	one-to-one
OG0010247	Q90416	P48443	one-to-one
OG0010248	A0A8M1P8S9	P49895	one-to-one
OG0010249	Q6DRC1	P62306	one-to-one
OG0010250	A0A8M2B343	P62847	one-to-one
OG0010251	Q7SXA3	P62979	one-to-one
OG0010252	Q90ZV1	Q01959	one-to-one
OG0010253	X1WH54	Q14693	one-to-one
OG0010254	A0A8M9Q2I0	Q15599	one-to-one
OG0010255	Q6DHR0	Q2MKA7	one-to-one
OG0010256	A0A8M2BGP7	Q5SSJ5	one-to-one
OG0010257	A8Y5T1	Q5T5A4	one-to-one
OG0010258	A0A0R4IDX7	Q63HK5	one-to-one
OG0010259	A1DZY4	Q6T310	one-to-one
OG0010260	E6P6L8	Q6U736	one-to-one
OG0010261	A0A8M9QL68	Q6V0I7	one-to-one
OG0010262	A0A2R8QST4	Q70CQ4	one-to-one
OG0010263	Q08CH6	Q7Z7H3	one-to-one
OG0010264	A0A8M1NX89	Q8IVN3	one-to-one
OG0010265	Q7ZVK3	Q8IXJ6	one-to-one
OG0010266	X1WGF8	Q8N428	one-to-one
OG0010267	Q7SXW2	Q8N5A5	one-to-one
OG0010268	A0A8M9Q5X9	Q8N8B7	one-to-one
OG0010269	Q6NV40	Q8NC06	one-to-one
OG0010270	A0A8M1Q297	Q99797	one-to-one
OG0010271	Q6P3G9	Q9BS26	one-to-one
OG0010272	A0A286Y884	Q9BZF9	one-to-one
OG0010273	F1RE72	Q9C002	one-to-one
OG0010274	A4QP72	Q9H4H8	one-to-one
OG0010275	Q7SXV8	Q9H9F9	one-to-one
OG0010276	Q4V8W7	Q9HAC8	one-to-one
OG0010277	A0A0R4IU57	Q9NPB3	one-to-one
OG0010278	A0A8M9QAQ4	Q9NS40	one-to-one
OG0010279	Q6NYE2	Q9P258	one-to-one
OG0010280	Q05AM6	Q9UHY8	one-to-one
OG0010281	E9QDJ4	Q9Y5B6	one-to-one
OG0010282	A3KNL3	Q9Y5K3	one-to-one
OG0010283	A0A8M9PQR9	Q9Y5P4	one-to-one
OG0010284	Q6NZ00	A2RU67	one-to-one
OG0010285	Q6P119	O43676	one-to-one
OG0010286	A0A0R4IHQ2	O60320	one-to-one
OG0010287	Q561T5	O60831	one-to-one
OG0010288	X1WGN8	O94812	one-to-one
OG0010289	A0A8M9PLW7	P01222	one-to-one
OG0010290	Q7SZD3	P11021	one-to-one
OG0010291	P48802	P11487	one-to-one
OG0010292	A0A8M1NXI0	P30101	one-to-one
OG0010293	A0A8M6Z6M9	P35658	one-to-one
OG0010294	A0A8M1P953	P48029	one-to-one
OG0010295	F6PCI4	P49447	one-to-one
OG0010296	Q8AW03	P56556	one-to-one
OG0010297	Q6DGQ8	P56597	one-to-one
OG0010298	Q6DGR3	P67812	one-to-one
OG0010299	Q7ZUZ7	P84077	one-to-one
OG0010300	A2CEB4	Q08378	one-to-one
OG0010301	Q08BB0	Q14511	one-to-one
OG0010302	A0A8M9PQP6	Q16655	one-to-one
OG0010303	A0A8M6YWE2	Q3V6T2	one-to-one
OG0010304	C4B4T7	Q504Y2	one-to-one
OG0010305		Q5JX69, Q5JX71	human_exclusive
OG0010306	A0A8M9Q0X2	Q5T0N1	one-to-one
OG0010307	A0A8M6Z228	Q7Z6B7	one-to-one
OG0010308	A0A8M6Z0P5	Q86VS8	one-to-one
OG0010309	A0A8M3AZE0	Q8NE35	one-to-one
OG0010310	Q5BJC2	Q8TBQ9	one-to-one
OG0010311	A8WG91	Q96N87	one-to-one
OG0010312	A0JMM2	Q99943	one-to-one
OG0010313	Q568G4	Q9BUY7	one-to-one
OG0010314	A0A8M9QK79	Q9BX66	one-to-one
OG0010315	Q568R1	Q9H0G5	one-to-one
OG0010316	F1Q6B4	Q9H3N1	one-to-one
OG0010317	F1Q5G7	Q9H446	one-to-one
OG0010318	Q7ZUX8	Q9NP97	one-to-one
OG0010319	Q6NYT0	Q9NQH7	one-to-one
OG0010320	Q6DBV9	Q9NWM8	one-to-one
OG0010321	A0A8N7TAL0	Q9UFB7	one-to-one
OG0010322	A3KPQ7	Q9UHN6	one-to-one
OG0010323	Q6IQ66	Q9UKK9	one-to-one
OG0010324	Q9PUL9	Q9Y6C9	one-to-one
OG0010325	Q9I9N0	A0PJW8	one-to-one
OG0010326	Q502D1	A6NK44	one-to-one
OG0010327	A0A8M3B290	B1AK53	one-to-one
OG0010328	F1Q6K0	O14495	one-to-one
OG0010329	Q6PGY6	O94874	one-to-one
OG0010330	A0A8M9QF28	P11086	one-to-one
OG0010331	Q9I8X3	P22607	one-to-one
OG0010332	A0A0G2L2K4	P34969	one-to-one
OG0010333	Q4U3K9	P35869	one-to-one
OG0010334		P43220, P47871	human_exclusive
OG0010335	A0A8M3AUZ9	P48507	one-to-one
OG0010336	E7F3K5	P52757	one-to-one
OG0010337	Q503D5	P61758	one-to-one
OG0010338	F1QL52	Q03164	one-to-one
OG0010339	F1R5K5	Q13829	one-to-one
OG0010340	E7FBT2	Q14162	one-to-one
OG0010341	A0A8M9PLC6	Q14244	one-to-one
OG0010342	A0A8M3AJ70	Q15906	one-to-one
OG0010343	B0S6T2	Q16348	one-to-one
OG0010344	X1WC17	Q1W6H9	one-to-one
OG0010345	A0A8M3B272	Q4W4Y0	one-to-one
OG0010346	A0A8M3ASE9	Q5VW38	one-to-one
OG0010347	Q5RGJ5	Q69YN2	one-to-one
OG0010348	Q05AM5	Q6IA86	one-to-one
OG0010349	Q08CJ7	Q6UWY0	one-to-one
OG0010350	A0A8M9P3N8	Q6UXC1	one-to-one
OG0010351	A0A8M1NUZ9	Q86VU5	one-to-one
OG0010352	A0A8M9PCZ4	Q8TAC2	one-to-one
OG0010353	A0A8M9QKG2	Q8WZ42	one-to-one
OG0010354	A0A8M2B5T2	Q92610	one-to-one
OG0010355	X1WHE3	Q92673	one-to-one
OG0010356	A9LMC0	Q92784	one-to-one
OG0010357	A0A8M3APB9	Q96MT1	one-to-one
OG0010358	A0A0E3D804	Q9BYX4	one-to-one
OG0010359	Q7SZP0	Q9BZI1	one-to-one
OG0010360	A0A8M2BBI6	Q9H7N4	one-to-one
OG0010361	A0A8M9QA22	Q9NQS5	one-to-one
OG0010362	A0JPF8	Q9NYG2	one-to-one
OG0010363	Q5M9N2	Q9UBI1	one-to-one
OG0010364	Q503P2	Q9Y221	one-to-one
OG0010365	Q6PH60	Q9Y4X0	one-to-one
OG0010366	Q6PFJ9	Q9Y4X5	one-to-one
OG0010367	A0A2R8QI88	A6NKB5	one-to-one
OG0010368	A0A8M2B2L1	A7MCY6	one-to-one
OG0010369	A0A8M2B7Y8	A8MXE2	one-to-one
OG0010370	Q66HX1	O00167	one-to-one
OG0010371	A0A8M9NYE5	O14626	one-to-one
OG0010372	D6RRB7	O14733	one-to-one
OG0010373	Q7ZUJ3	O95563	one-to-one
OG0010374	A2VCY2	P19878	one-to-one
OG0010375	Q90259	P50553	one-to-one
OG0010376	A0A2R8Q4V0	Q06481	one-to-one
OG0010377	A0A8M9Q0R7	Q13790	one-to-one
OG0010378	Q6PFT7	Q14019	one-to-one
OG0010379	E7EYV9	Q17RM4	one-to-one
OG0010380	A0A8M2B840	Q4G0N4	one-to-one
OG0010381	Q567G2	Q6P4I2	one-to-one
OG0010382	Q5BKW9	Q7L266	one-to-one
OG0010383	Q7ZU90	Q86WJ1	one-to-one
OG0010384	E7FH61	Q86XI2	one-to-one
OG0010385	Q503L0	Q8IXY8	one-to-one
OG0010386	A0A8M9QAH0	Q8IYW2	one-to-one
OG0010387	B3DJF2	Q8N5D0	one-to-one
OG0010388	Q6DGZ0	Q8N954	one-to-one
OG0010389	Q7T375	Q8WV19	one-to-one
OG0010390	Q7ZV91	Q8WV92	one-to-one
OG0010391	Q5RH95	Q8WXG1	one-to-one
OG0010392	Q6DH49	Q8WXX5	one-to-one
OG0010393	F1QNB2	Q8WZA1	one-to-one
OG0010394	A0A8M1RTC0	Q96CT2	one-to-one
OG0010395	Q1LWX3	Q96HA8	one-to-one
OG0010396	Q4V8Z0	Q96HA9	one-to-one
OG0010397	A0A8M6YXN3	Q99795	one-to-one
OG0010398	Q9DFG8	Q9H000	one-to-one
OG0010399	Q7T070	Q9H310	one-to-one
OG0010400	Q5NDG1	Q9H4F1	one-to-one
OG0010401	A9JRZ0	Q9HAU4	one-to-one
OG0010402	A0A8M2BH26	Q9NQT8	one-to-one
OG0010403	F1QYS7	Q9NUB1	one-to-one
OG0010404	A0A8M6YVB2	Q9NWK9	one-to-one
OG0010405	A0A0R4ISY9	Q9NZ52	one-to-one
OG0010406	F8W4B7	Q9UBN7	one-to-one
OG0010407		O75165, Q9UF47	human_exclusive
OG0010408	F1RAM9	Q9Y3B3	one-to-one
OG0010409	B8JJR1	A2RRH5	one-to-one
OG0010410	A0A2R8QF54	A8MQ27	one-to-one
OG0010411	A0A8M9PEJ5	B7ZC32	one-to-one
OG0010412	A0A8M9P176	H3BRN8	one-to-one
OG0010413	Q7T330	O43791	one-to-one
OG0010414	Q6QU75	O75364	one-to-one
OG0010415	Q6DHN2	O75618	one-to-one
OG0010416	Q6DEL2	O96005	one-to-one
OG0010417	Q7ZVL5	P07093	one-to-one
OG0010418	P35359	P08100	one-to-one
OG0010419	E7FB74	P0C7T5	one-to-one
OG0010420	F1QJS3	P28715	one-to-one
OG0010421	Q5PU93	P36402	one-to-one
OG0010422	Q0PWB9	P50479	one-to-one
OG0010423	E7F981	P52948	one-to-one
OG0010424	A2BG80	P63151	one-to-one
OG0010425	A0A8M9PWV8	P98160	one-to-one
OG0010426	A5PN39	Q08257	one-to-one
OG0010427	E7FA87	Q6ZW31	one-to-one
OG0010428	Q5BLE2	Q7L4E1	one-to-one
OG0010429	E7FCP8	Q8N159	one-to-one
OG0010430	Q6DRI7	Q8N8A6	one-to-one
OG0010431	Q501T4	Q8N8J7	one-to-one
OG0010432	S4TYY2	Q8NFT8	one-to-one
OG0010433	A0A8M2BJ99	Q8WUU8	one-to-one
OG0010434	Q6P010	Q8WXU2	one-to-one
OG0010435	Q642H3	Q92599	one-to-one
OG0010436	Q6IQU7	Q96CB8	one-to-one
OG0010437	Q32LU7	Q96EY7	one-to-one
OG0010438	Q802Y0	Q96K37	one-to-one
OG0010439	Q7T2F7	Q99653	one-to-one
OG0010440	Q6P0U3	Q9BPW5	one-to-one
OG0010441	A0A8M1RRZ2	Q9BQQ3	one-to-one
OG0010442	A7YY05	Q9BU64	one-to-one
OG0010443	Q90Z77	Q9BUP3	one-to-one
OG0010444	A3KNG7	Q9GZM7	one-to-one
OG0010445	A0A8M1RFF2	Q9GZP0	one-to-one
OG0010446	Q6DBW2	Q9H074	one-to-one
OG0010447	A0A8M1RK84	Q9H147	one-to-one
OG0010448	Q1X871	Q9HB96	one-to-one
OG0010449	Q08BM4	Q9NRD5	one-to-one
OG0010450	A0A286Y8D1	Q9NY99	one-to-one
OG0010451	F6P3V1	Q9UF33	one-to-one
OG0010452	F1QZ64	Q9UG63	one-to-one
OG0010453	A0A8M3B1H5	Q9UKS6	one-to-one
OG0010454	A0A8M1RM02	Q9UKT5	one-to-one
OG0010455	Q6PBS9	Q9ULR5	one-to-one
OG0010456	F1R205	Q9Y6F9	one-to-one
OG0010457	F1R405	O00512	one-to-one
OG0010458	Q568J0	O14893	one-to-one
OG0010459	Q6DHL2	O14972	one-to-one
OG0010460	Q6AXJ2	O15372	one-to-one
OG0010461	Q5SPJ8	O43592	one-to-one
OG0010462	Q5RH51	O75063	one-to-one
OG0010463	B8JKY8	O75223	one-to-one
OG0010464	Q9MIY3	P03897	one-to-one
OG0010465	Q1LYE4	P05111	one-to-one
OG0010466	F1QGX0	P18564	one-to-one
OG0010467	Q9YHV4	P19883	one-to-one
OG0010468	F1R4I7	P30626	one-to-one
OG0010469	B0UYE4	P35610	one-to-one
OG0010470	F1QXE3	P43351	one-to-one
OG0010471	Q8JHW2	P49746	one-to-one
OG0010472	A0A0R4IJT8	P50990	one-to-one
OG0010473	A0A8M2B1M8	P98155	one-to-one
OG0010474	A0A8M3BB23	Q07157	one-to-one
OG0010475	Q9DFS4	Q14849	one-to-one
OG0010476	Q6NZ31	Q16589	one-to-one
OG0010477	Q7ZW24	Q2TAA5	one-to-one
OG0010478	Q7ZWD4	Q3KQV9	one-to-one
OG0010479	F1QW15	Q5SZL2	one-to-one
OG0010480	A0A8M9PXZ7	Q5VTB9	one-to-one
OG0010481	X1WE22	Q6PCD5	one-to-one
OG0010482	E7F7J2	Q86SX3	one-to-one
OG0010483	A5D6U3	Q86Y97	one-to-one
OG0010484	Q5U391	Q8IUH2	one-to-one
OG0010485	B3DJE5	Q8IWE5	one-to-one
OG0010486	E7EZL0	Q8IWU2	one-to-one
OG0010487	F6NZ76	Q8N4H5	one-to-one
OG0010488	Q7ZZ00	Q8NB15	one-to-one
OG0010489	Q6NY32	Q92624	one-to-one
OG0010490	A0A8M9PB86	Q96RJ6	one-to-one
OG0010491	Q6IQ61	Q9BQD7	one-to-one
OG0010492	Q1RM03	Q9BT92	one-to-one
OG0010493		Q9H6H4, Q9H902	human_exclusive
OG0010494	A0A8M2BJ83	Q9H9H5	one-to-one
OG0010495	F1QIB5	Q9NQL2	one-to-one
OG0010496	B3DJW3	Q9NR96	one-to-one
OG0010497	A0A8M9PSU8	Q9NUD5	one-to-one
OG0010498	Q802X9	Q9NVH1	one-to-one
OG0010499	E7F7N8	Q9UBC1	one-to-one
OG0010500	X1WF09	Q9UF11	one-to-one
OG0010501	A0A8M9PAQ6	Q9UMZ3	one-to-one
OG0010502	F1QJ20	Q9UNQ2	one-to-one
OG0010503	E9QDB6	Q9Y3D9	one-to-one
OG0010504	F1Q5Z6	Q9Y450	one-to-one
OG0010505	A0A8M9PCP4	O00408	one-to-one
OG0010506	A0A8M3AU80	O14776	one-to-one
OG0010507	A3KP10	O75072	one-to-one
OG0010508	Q567W7	O75354	one-to-one
OG0010509	Q7ZU97	O76080	one-to-one
OG0010510	A0A8M1PAD4	P14679	one-to-one
OG0010511	O42182	P23142	one-to-one
OG0010512	Q1LYE1	P30291	one-to-one
OG0010513	A0A8M3APP4	P39059	one-to-one
OG0010514	Q9W675	Q02246	one-to-one
OG0010515	F8W3D2	Q03181	one-to-one
OG0010516	F1QWW8	Q06136	one-to-one
OG0010517	A5PF58	Q12972	one-to-one
OG0010518	A8E4T1	Q14534	one-to-one
OG0010519	A1L2E5	Q14894	one-to-one
OG0010520	F1RDT5	Q32NB8	one-to-one
OG0010521	A1L1P7	Q5SXM8	one-to-one
OG0010522	E7FAG0	Q5VIR6	one-to-one
OG0010523	E9QDK3	Q6AZY7	one-to-one
OG0010524	G3CES3	Q6NY19	one-to-one
OG0010525	A0A8M2BBZ4	Q6PID8	one-to-one
OG0010526	A0A8M9Q641	Q6PII3	one-to-one
OG0010527	E7FCW6	Q6ZNQ3	one-to-one
OG0010528	Q71PD7	Q71UI9	one-to-one
OG0010529	Q6DBX0	Q8IWD5	one-to-one
OG0010530	E7F4M4	Q8IYK2	one-to-one
OG0010531	A0A8M6Z0A2	Q8TBY8	one-to-one
OG0010532	Q6NWY4	Q8WWT9	one-to-one
OG0010533	A0A8M6Z4G1	Q96BJ8	one-to-one
OG0010534	B8A4S3	Q9H2G2	one-to-one
OG0010535	Q1LWL7	Q9H3H1	one-to-one
OG0010536	Q6DGK9	Q9H6J7	one-to-one
OG0010537	A0A8M3AJ29	Q9H8M5	one-to-one
OG0010538	Q7ZUU0	Q9NP87	one-to-one
OG0010539	A0A8M2BH30	Q9NSI8	one-to-one
OG0010540	Q68EL3	Q9NYM9	one-to-one
OG0010541	Q567E9	Q9UHA2	one-to-one
OG0010542	Q0V965	Q9Y2B0	one-to-one
OG0010543	Q7SYL1	Q9Y2Y0	one-to-one
OG0010544	Q98864	Q9Y6C5	one-to-one
OG0010545	Q1LYK7	Q9Y6U3	one-to-one
OG0010546	Q7ZVQ9	O43447	one-to-one
OG0010547	E7F6P5	O75121	one-to-one
OG0010548	Q566S4	O75489	one-to-one
OG0010549	A3KNI7	O95273	one-to-one
OG0010550	A3KQK2	P08243	one-to-one
OG0010551	B0S5B9	P08247	one-to-one
OG0010552	A0A8M9PK73	P08575	one-to-one
OG0010553	Q592E4	P0C2S0	one-to-one
OG0010554	Q5RGV1	P20839	one-to-one
OG0010555	A0A0R4IV97	P30872	one-to-one
OG0010556	Q503P3	P43403	one-to-one
OG0010557	Q6NYK1	P49366	one-to-one
OG0010558	Q7ZW94	P49458	one-to-one
OG0010559	B3DGG4	P55287	one-to-one
OG0010560	A0A8M2B571	Q13033	one-to-one
OG0010561	A0A8M3B2X9	Q13972	one-to-one
OG0010562	Q90X41	Q15459	one-to-one
OG0010563	Q569P6	Q2TAP0	one-to-one
OG0010564	B8JIN4	Q5TEA3	one-to-one
OG0010565	E7EZE5	Q6DN90	one-to-one
OG0010566	A0A8M9PCY3	Q6IEG0	one-to-one
OG0010567	Q5RFW0	Q6ZMJ2	one-to-one
OG0010568	Q5RG44	Q6ZU35	one-to-one
OG0010569	A1L224	Q70SY1	one-to-one
OG0010570		Q76KD6, Q9H0A9	human_exclusive
OG0010571	A0A8M3B1M6	Q8NFZ0	one-to-one
OG0010572	Q6NY40	Q8TCB7	one-to-one
OG0010573	Q0P403	Q8WTW4	one-to-one
OG0010574	F1QUY3	Q96C10	one-to-one
OG0010575	A0A8M6YWU0	Q96DN0	one-to-one
OG0010576	Q4V921	Q96E16	one-to-one
OG0010577	Q5YLG6	Q96L33	one-to-one
OG0010578	Q9IAK8	Q99593	one-to-one
OG0010579	A0A8M9PKK5	Q9BSL1	one-to-one
OG0010580	E9QJ61	Q9BV44	one-to-one
OG0010581	F1Q639	Q9C0B0	one-to-one
OG0010582	A5PMQ0	Q9H6P5	one-to-one
OG0010583		Q9BZX4, Q9HAT0	human_exclusive
OG0010584	Q5XIY4	Q9NRP4	one-to-one
OG0010585	Q8JFW1	Q9NWL6	one-to-one
OG0010586	A0A8M6Z2K8	Q9NYB9	one-to-one
OG0010587	E7F725	Q9UBL6	one-to-one
OG0010588	Q6NSM8	Q9Y2K2	one-to-one
OG0010589	Q503X4	Q9Y2R5	one-to-one
OG0010590	Q5W8I5	Q9Y345	one-to-one
OG0010591	Q5RGJ6	Q9Y3C0	one-to-one
OG0010592	F1Q4M6	A4D0V7	one-to-one
OG0010593	Q7T3B5	O15121	one-to-one
OG0010594	Q6ZM62	O15145	one-to-one
OG0010595	Q52KB5	O43167	one-to-one
OG0010596	A0A8M9Q371	O75417	one-to-one
OG0010597	A3KNJ7	O75807	one-to-one
OG0010598	Q804C3	P10515	one-to-one
OG0010599	A0A8M3ATS9	P13591	one-to-one
OG0010600	Q803R3	P17706	one-to-one
OG0010601	Q7ZVD9	P23396	one-to-one
OG0010602	Q1LVK2	P36954	one-to-one
OG0010603	Q567Z7	P41223	one-to-one
OG0010604	A0A2R8PXX5	P48634	one-to-one
OG0010605	Q4KMI8	P53350	one-to-one
OG0010606	A0A8M1RKH6	P55061	one-to-one
OG0010607	F1QS85	P78345	one-to-one
OG0010608	Q5XJ58	P83876	one-to-one
OG0010609	A0A8M1REB8	Q01433	one-to-one
OG0010610	E7F8A9	Q03518	one-to-one
OG0010611	B8JIB4	Q07075	one-to-one
OG0010612	Q9YHA3	Q12870	one-to-one
OG0010613	Q6DHJ0	Q13243	one-to-one
OG0010614	Q503G3	Q13569	one-to-one
OG0010615	Q66HZ9	Q15398	one-to-one
OG0010616	Q1MTH6	Q16342	one-to-one
OG0010617	A0A8M3AHV3	Q6ZTN6	one-to-one
OG0010618	Q4TVV3	Q7L014	one-to-one
OG0010619	A0A8M1QKC3	Q86YC2	one-to-one
OG0010620	A0A8M9Q0Z2	Q8IUD2	one-to-one
OG0010621	Q6DEF4	Q8IV50	one-to-one
OG0010622	E7F1X7	Q8IYB3	one-to-one
OG0010623	Q1LV15	Q8N136	one-to-one
OG0010624	A4FVI3	Q8WV07	one-to-one
OG0010625	B5RHZ3	Q8WV41	one-to-one
OG0010626	A0A8M9Q122	Q96AB6	one-to-one
OG0010627	Q6IQU8	Q96CJ1	one-to-one
OG0010628	A0A8M1RE43	Q96JQ2	one-to-one
OG0010629	F1QYV0	Q96N46	one-to-one
OG0010630	E7EXH4	Q96RK4	one-to-one
OG0010631	Q08BB1	Q96RP9	one-to-one
OG0010632	Q6GMG8	Q99732	one-to-one
OG0010633	A0A0R4IGE6	Q99961	one-to-one
OG0010634	B7ZVS9	Q9H6D3	one-to-one
OG0010635	Q502H1	Q9H7C9	one-to-one
OG0010636	Q08CB3	Q9H8M9	one-to-one
OG0010637	Q6NYG2	Q9HB71	one-to-one
OG0010638	Q802G6	Q9NZV6	one-to-one
OG0010639	A0A8M6Z7F8	Q9UBK2	one-to-one
OG0010640	Q498W6	Q9UI09	one-to-one
OG0010641	Q08C69	Q9UJJ7	one-to-one
OG0010642	A0A0R4ISV4	Q9UJX6	one-to-one
OG0010643	Q6NZV3	Q9Y639	one-to-one
OG0010644	A0JPF9	A4D126	one-to-one
OG0010645	A0A8M3AK30	O15457	one-to-one
OG0010646	Q1MTD3	O43148	one-to-one
OG0010647	A0A0R4IV80	O43677	one-to-one
OG0010648	Q98881	O95639	one-to-one
OG0010649	E7F9Q9	O95876	one-to-one
OG0010650	A0A8M1P2G8	O95922	one-to-one
OG0010651	A0A8M9Q3Z2	P24347	one-to-one
OG0010652	A9JT04	P35520	one-to-one
OG0010653	A3KNP7	P41247	one-to-one
OG0010654	A4QNX8	P48723	one-to-one
OG0010655	Q08CA5	P60891	one-to-one
OG0010656	Q9DDJ0	P63279	one-to-one
OG0010657	Q6PBW6	P78371	one-to-one
OG0010658	A0A8M9PMB1	Q08945	one-to-one
OG0010659	A1L1S5	Q12946	one-to-one
OG0010660	Q6DGB3	Q15771	one-to-one
OG0010661	F1QU35	Q16401	one-to-one
OG0010662	A0A8N7TEF1	Q3MIP1	one-to-one
OG0010663	E7FBZ6	Q6IAA8	one-to-one
OG0010664	F1QK30	Q6NW29	one-to-one
OG0010665	E9QFP3	Q6PI48	one-to-one
OG0010666	Q502I6	Q7L1T6	one-to-one
OG0010667	E7F1G4	Q7Z5L2	one-to-one
OG0010668	A0A8M9PXA8	Q7Z695	one-to-one
OG0010669	Q6NZT2	Q86X02	one-to-one
OG0010670	A0A8N7TD80	Q8IY22	one-to-one
OG0010671	A5PMR0	Q8IYH5	one-to-one
OG0010672	Q6DGU7	Q8N357	one-to-one
OG0010673	Q1RLT2	Q8NFR3	one-to-one
OG0010674	F1QFV1	Q8WZ74	one-to-one
OG0010675	D3TI80	Q92482	one-to-one
OG0010676	A0A8M9PFD6	Q92621	one-to-one
OG0010677	A0A8M2BH80	Q969X6	one-to-one
OG0010678	A0A8M2BKU8	Q96BQ5	one-to-one
OG0010679	A0A8M9PXR7	Q96KN9	one-to-one
OG0010680	Q3B736	Q9BSB4	one-to-one
OG0010681	E7F6Z0	Q9BXJ5	one-to-one
OG0010682	A9JRX6	Q9BXS4	one-to-one
OG0010683	Q7ZW97	Q9BZE2	one-to-one
OG0010684	B8JJJ1	Q9H7L9	one-to-one
OG0010685	A0A8M1P674	Q9NRQ5	one-to-one
OG0010686	Q6YI96	Q9NY43	one-to-one
OG0010687	A5WVL3	Q9UBV4	one-to-one
OG0010688	Q6AXL8	Q9UDW3	one-to-one
OG0010689	F8W414	Q9UHD4	one-to-one
OG0010690	Q0V973	Q9Y2S2	one-to-one
OG0010691	F1QCF9	Q9Y3X0	one-to-one
OG0010692	A0A8M3BBJ6	A0A1B0GWB2	one-to-one
OG0010693	B3DK21	A6NLU5	one-to-one
OG0010694	Q7ZVY7	O00462	one-to-one
